,sentence_id,words,labels
2100,1748,Chilipi,B-ORG
869,568,Kupa,I-ORG
13191,1473,Wakichikunankupaq,I-ORG
9222,689,m,O
11655,1171,m,O
6790,217,.,O
1998,1727,',O
3590,2048,.,O
1156,1113,***,O
3156,1954,',O
4428,2207,marka,I-LOC
5688,2453,Kupa,I-ORG
6480,158,mama,I-LOC
1575,1647,Hayt'ay,I-ORG
13430,1520,distritu,I-LOC
8253,498,lappacea,O
472,2277,Yatana,B-ORG
4997,2319,Keegan,I-PER
11646,1170,Piluta,B-ORG
9057,658,Tunkurawa,B-LOC
3583,2046,3,O
2932,1909,suwa,I-LOC
5425,2403,IUPACqa,B-ORG
11806,1200,mama,I-LOC
8751,594,Kupa,I-ORG
3388,2005,chilensis,O
2180,1763,'Larus,O
4743,2269,(,O
13073,1448,parki,I-LOC
7125,281,Yachay,I-ORG
11473,1134,Amarildo,B-PER
12631,1364,.,O
9820,815,mama,I-ORG
5488,2414,phukulli,I-ORG
10630,970,Lionel,B-PER
1149,1089,distritu,I-LOC
1160,1113,(,O
8000,443,Pachantin,I-ORG
256,1844,(,I-PER
10790,998,',O
793,423,Hungría,I-LOC
4873,2295,Valiente,I-PER
9297,705,iskay,I-PER
6197,104,Pachantin,I-ORG
3855,2098,Hayt'ay,I-ORG
11599,1160,Sinru,B-LOC
557,2432,.,O
10042,860,'Tayassu,O
10280,903,',O
2899,1906,2,O
3220,1970,Kupa,I-ORG
261,1855,Kashamarka,B-LOC
3740,2079,.,O
6762,211,Benedikt,B-PER
8819,609,amachasqa,I-ORG
7227,300,sach'a,I-ORG
10081,864,Nernst,I-PER
11234,1084,qhapaq,I-ORG
4305,2184,mama,I-ORG
10270,900,Castilla,I-PER
11777,1195,pusapuna,O
4304,2184,Galeras,I-ORG
5244,2369,Qun,B-PER
9798,810,Kashapampa,B-LOC
9212,688,Piluta,B-ORG
8800,606,.,O
9595,766,Qhichwa,B-LOC
12624,1363,Quchapampa,I-LOC
11446,1128,/,O
6822,222,Emil,B-PER
10288,904,llaqtam,O
209,1766,Ollanta,B-PER
3798,2091,.,O
3539,2037,(,I-LOC
153,1666,Willkapampa,B-LOC
9782,808,',O
10634,971,Khallka,B-LOC
1147,1089,",",O
11619,1163,fuscicollis,O
1967,1720,Rossi,I-PER
11398,1118,paykunata,O
8153,476,(,O
2433,1819,Los,B-LOC
9825,816,San,I-ORG
11484,1136,Müller,I-PER
597,46,',O
3137,1951,Blokhin,I-PER
6027,71,Hayt'ay,I-ORG
9848,820,Pachantin,I-ORG
4776,2275,pecari,O
12867,1406,pruwinsya,I-LOC
11489,1137,churintaq,O
1565,1646,***,O
6246,111,ichu,O
7403,332,Ismael,B-ORG
6448,152,U,B-PER
9710,792,Julio,B-PER
12744,1384,Puka,B-LOC
12509,1340,Tunki,B-LOC
7304,315,Sankay,B-ORG
8417,529,Markus,I-ORG
13091,1452,1990,I-ORG
10709,983,12,O
2243,1778,",",O
10585,961,Secure,I-ORG
9952,842,Rodríguez,I-PER
1360,1512,Secure,I-ORG
3304,1987,Partidu,I-ORG
2324,1794,parki,I-ORG
11750,1189,Paine,I-ORG
8040,452,nina,I-LOC
1480,1630,Universidade,B-ORG
1833,1694,PUSAPUNA,O
3661,2061,Piluta,B-ORG
7694,384,',O
10201,887,panakan,O
11849,1208,.,O
12493,1336,1998,I-ORG
5123,2345,Pasteles,O
4187,2160,de,O
7471,343,.,O
7654,378,",",O
12049,1253,Anqash,B-LOC
8885,624,(,I-LOC
5241,2368,Pachantin,I-ORG
13227,1480,/,O
5834,30,Humala,I-PER
10804,1003,kaynin,I-ORG
1186,1157,Mulanpi,I-LOC
9561,759,walla,I-ORG
1907,1709,.,O
4088,2142,Susyalismuman,B-ORG
2477,1828,Sócrates,I-PER
8208,488,Markus,I-ORG
10706,983,Luis,B-PER
13338,1502,Frías,I-PER
10397,925,35,O
6847,228,suyu,I-LOC
11787,1196,'Phoenicoparrus,O
1486,1631,José,B-PER
1676,1664,',O
2353,1801,ñiqin,I-PER
8848,616,Platon,B-PER
1571,1646,atratus,O
9929,837,parki,I-ORG
5515,2419,Tara,B-LOC
12047,1252,mamallaqta,I-LOC
4495,2222,Piluta,B-ORG
11038,1046,',O
11172,1074,.,O
618,90,Sergio,B-PER
6223,108,T'uru,B-ORG
6880,234,Podocarpus,B-ORG
2847,1894,sutichasqa,O
13452,1525,Piluta,B-ORG
867,568,Hayt'ay,I-ORG
2507,1834,',O
4982,2316,.,O
10302,908,PUSAPUNA,O
4695,2259,Kupa,I-ORG
8039,452,Puyewe,B-LOC
4418,2206,AC,B-ORG
7003,259,distritu,I-LOC
8649,574,Billinghurst,I-PER
10325,913,(,I-LOC
7706,387,",",O
790,423,3,O
7785,400,.,O
7450,339,Domenico,B-PER
12820,1398,Serguey,B-PER
11799,1199,PUSAPUNA,O
3822,2095,suyu,I-LOC
10452,936,Mama,B-ORG
7515,352,mit'a,I-ORG
7829,408,),O
13293,1494,Montes,I-ORG
2808,1886,harpyja,O
5050,2329,Andrés,B-PER
3518,2032,Pachantin,I-ORG
8925,631,Andrés,I-PER
13686,1571,Fe,I-LOC
12667,1372,llaqta,I-ORG
3958,2118,',O
7344,321,Ripuwlika,I-LOC
2133,1756,.,O
5052,2329,Santa,I-PER
13832,1602,Ludwig,I-PER
12459,1328,.,O
10136,875,1924-2006,O
2279,1784,Domingo,I-PER
659,157,Nasyunalista,I-ORG
2430,1818,warkurinapaq,I-ORG
3751,2082,",",I-PER
10720,985,(,O
13209,1476,Hukllachasqa,B-LOC
2591,1849,',O
6315,127,.,O
642,124,James,B-PER
168,1700,San,B-LOC
9709,792,PUSAPUNA,O
1800,1686,2006,I-ORG
3394,2006,',O
1917,1710,parkipi,I-ORG
272,1866,suyukuna,I-ORG
10660,975,Hilderaldo,B-PER
13625,1560,suyu,I-LOC
13510,1536,Sika,B-LOC
9258,697,Inzaghi,I-PER
494,2310,",",O
6788,216,',O
1912,1709,.,O
3646,2058,Pachantin,I-ORG
8230,494,(,O
306,1955,Pisarruta,B-PER
11932,1227,Prado,I-PER
4102,2146,',O
11344,1105,1930,I-ORG
11021,1042,Bach,I-PER
781,401,),O
5286,2376,.,O
534,2377,(,O
583,24,Pachantin,I-ORG
12335,1305,Gutiérrez,I-PER
12610,1361,Pachantin,I-ORG
11988,1239,T'uru,B-ORG
1300,1379,Krus,I-LOC
7060,270,qhapaq,I-ORG
7495,349,Ramos,I-PER
8241,496,Musuq,B-LOC
11053,1050,(,O
316,1955,Ataw,O
10389,925,(,O
6510,163,Rafael,I-ORG
2564,1843,m,O
13196,1474,hirculus,O
13594,1552,llaqta,I-ORG
1794,1685,Kupa,I-ORG
6677,194,Hayt'ay,I-ORG
13403,1517,Titiqaqa,B-LOC
12804,1395,Piluta,B-ORG
8463,538,Kupa,I-ORG
548,2410,churu,I-LOC
1692,1667,Willkamayuwan,B-LOC
3525,2034,.,O
3012,1925,distritu,I-LOC
1630,1657,kanchakunap,O
2390,1809,',O
12068,1256,.,O
4694,2259,Pachantin,I-ORG
9086,664,Sajama,B-ORG
10191,885,),O
10314,910,Cichla,O
12349,1308,Wallqa,B-LOC
9439,733,',O
7704,386,Rimana,I-ORG
4487,2219,Narciso,B-LOC
1259,1301,Wolfgang,I-PER
8022,449,Simun,B-PER
809,457,-,O
6388,140,',O
1049,945,suyu,I-ORG
10070,864,Jacobus,B-PER
11071,1053,sallqa,I-ORG
7390,329,Jakob,I-PER
107,1223,Piluta,B-ORG
6249,114,Rikch'arimuy,I-ORG
8865,619,Pachantin,I-ORG
6786,216,Manuel,B-PER
13136,1464,Emérito,O
4605,2242,.,O
12883,1408,'Culpina,O
5455,2407,Sapahaqui,O
1532,1640,Griguryu,B-PER
4962,2313,de,I-PER
10047,861,Pachantin,I-ORG
211,1766,Umalliqmi,O
3147,1953,(,O
5156,2351,puchunkuna,O
10448,935,Felipe,B-PER
10297,907,PUSAPUNA,O
11460,1131,Pachantin,I-ORG
2150,1759,Piluta,B-ORG
6995,258,Puka,B-LOC
1973,1721,21,O
4685,2257,1998,I-ORG
8182,483,Pachantin,I-ORG
7607,370,'Circus,O
9693,787,.,O
12374,1313,',O
8838,613,wari,I-ORG
11825,1204,(,O
771,379,.,O
7502,350,Kupa,I-ORG
8895,626,Pachantin,I-ORG
11779,1195,Baldivieso,I-LOC
1249,1290,Puna,B-LOC
7890,422,",",O
7253,305,García,I-PER
10664,975,.,O
13129,1462,mamallaqta,I-ORG
6573,173,',O
10052,862,pruwinsya,I-LOC
6819,221,.,O
709,246,(,I-LOC
2672,1862,km,O
4514,2225,',O
1461,1627,Qun,B-PER
9676,784,Edward,I-PER
2545,1840,Ikwadur,B-LOC
7741,393,pinkuyllu,I-ORG
7217,298,Joanne,B-PER
8422,530,Puyewe,B-ORG
1356,1501,Pachantin,I-ORG
3011,1925,Pumaqucha,B-LOC
851,534,.,O
1004,845,-,O
10188,885,Johannes,I-PER
1834,1694,Illinisa,B-ORG
7903,425,Peter,B-PER
12165,1275,suyu,I-LOC
13582,1550,Walla,I-LOC
7742,393,',O
12724,1382,suksu,I-LOC
1316,1412,tiyaq,O
3327,1993,simi,I-ORG
1623,1656,iglesia,O
9672,783,',O
3833,2095,munisipyu,I-LOC
5744,14,(,I-LOC
1278,1335,(,I-LOC
11272,1093,Hayt'ay,I-ORG
10015,854,Grietas,O
9245,694,Pachantin,I-ORG
4145,2152,(,O
8667,578,Gaius,B-PER
10474,939,Yachay,I-ORG
11903,1220,Rikch'arimuy,I-ORG
3146,1953,Baranya,B-LOC
5642,2446,",",O
8527,550,",",O
7139,284,PUSAPUNA,O
2617,1854,',O
3662,2061,Hayt'ay,I-ORG
88,889,.,O
874,579,ñiqin,I-PER
8735,591,pruwinsya,I-LOC
3000,1923,Kupa,I-ORG
2760,1879,",",O
13883,1613,.,O
1880,1703,",",O
106,1223,-,O
926,679,.,O
6365,137,1893-1976,O
319,1966,Anka,B-LOC
12807,1395,Kupa,I-ORG
878,590,parki,I-ORG
6773,214,Hayt'ay,I-ORG
3994,2126,.,O
4921,2306,Piluta,B-ORG
11438,1127,.,O
5386,2394,1909-1913,O
3078,1937,Yachachiqkunaq,I-ORG
11953,1231,',O
4730,2265,1982,I-ORG
13341,1503,risirwa,I-ORG
4234,2170,',O
4259,2174,(,I-LOC
9810,813,distritu,I-LOC
3726,2075,parki,I-ORG
13693,1573,PUSAPUNA,O
9237,693,Kamasqa,O
1750,1676,.,O
7691,384,Kuntur,B-LOC
5151,2350,',O
3878,2103,Rodríguez,I-PER
5864,37,',O
5600,2435,.,O
12109,1263,Chetumal,B-LOC
1043,934,Pachantin,I-ORG
3010,1925,PUSAPUNA,O
5155,2350,.,O
6777,215,San,B-LOC
11482,1136,",",O
7786,400,',O
4590,2240,'Stipa,O
4751,2270,Morales,I-PER
10256,897,Gabriel,I-PER
2964,1916,Piluta,B-ORG
8833,611,Mendoza,I-PER
137,1633,Kupa,I-ORG
9072,661,Secure,I-ORG
10168,881,22,O
9773,806,(,O
1097,1023,",",O
12957,1425,Orbegoso,I-PER
13431,1520,(,I-LOC
6549,169,Campesina,O
9584,764,Piluta,B-ORG
10275,902,Karl-Heinz,B-PER
9458,738,Ariqipa,B-LOC
6471,155,Lajas,I-ORG
6461,154,Rueca,O
12423,1321,Antamarka,B-LOC
5265,2373,",",O
10766,994,Mogrovejo,I-PER
2135,1756,Shinzo,B-PER
9695,788,Amaru,I-PER
5458,2408,Kiwicha,B-LOC
5078,2335,Andrés,I-PER
3367,2001,',O
3729,2076,Pachantin,I-ORG
148,1666,suyu,I-LOC
303,1944,Wirrinatu,B-LOC
5113,2341,llaqtam,O
10116,871,.,O
5148,2349,Riva,I-PER
1270,1323,',O
10829,1007,Gard,I-ORG
1904,1708,Wila,B-LOC
2210,1771,Hatun,B-LOC
4294,2182,XVI,I-PER
3842,2096,Uqshapampa,B-LOC
3574,2045,Piluta,B-ORG
9960,843,4,O
2875,1902,Belaúnde,I-PER
10432,930,',O
12692,1376,Chimpurasu,B-LOC
5040,2327,',O
2298,1790,CONAIE,B-ORG
8675,580,suyu,I-LOC
8155,476,),O
5278,2375,(,I-LOC
5435,2403,kamachinakunata,O
9472,739,.,O
5127,2346,willkachasqa,I-ORG
11872,1214,Aswanta,O
8983,643,1994,I-ORG
6528,165,simikunallapim,O
6894,237,',O
1201,1179,.,O
12710,1378,kawsaykuska,I-ORG
12104,1262,",",O
10554,954,),O
13862,1608,Kukupin,B-ORG
11261,1091,Hayt'ay,I-ORG
3429,2015,Belaúnde,I-PER
1865,1701,Kuntamana,B-LOC
13670,1566,Piruw,B-LOC
5575,2430,Asunsyun,B-LOC
10783,997,los,I-LOC
7057,269,.,O
10902,1020,José,B-PER
5716,8,Zagallo,I-PER
9721,794,),I-LOC
4998,2319,',O
2809,1886,',O
8877,621,',O
9743,799,",",O
4255,2173,1643-1727,O
12063,1255,Antikuna,B-LOC
7528,354,mama,I-LOC
8752,594,1998,I-ORG
10442,932,Luis,I-ORG
2890,1905,María,B-PER
3500,2028,.,O
10881,1017,(,O
12400,1318,ayllullaqta,O
13721,1580,Datem,B-LOC
3379,2003,",",O
3193,1964,'La,O
1446,1624,Crespo,I-PER
1952,1718,.,O
7124,281,Berkeley,I-ORG
9114,671,pusapuna,O
1624,1656,-,O
8502,547,Chilu,B-ORG
6949,247,Alzamendi,I-PER
1319,1423,Lev,B-PER
3531,2036,Kay,O
1663,1661,Meyer,I-PER
815,468,.,O
13243,1483,de,I-PER
10458,936,Sunturninpim,I-ORG
9665,782,Kathuliku,I-ORG
9965,844,Kupa,I-ORG
4775,2275,'Tayassu,O
13356,1507,Piluta,B-ORG
1093,1012,),O
4176,2158,pruwinsya,I-LOC
1950,1717,llaqta,I-ORG
3884,2104,Markus,I-ORG
13216,1477,(,I-LOC
13441,1522,Aniceto,B-PER
2800,1885,',O
1239,1268,José,B-PER
329,1977,Yachay,I-ORG
3102,1943,Kitu,B-LOC
8434,532,Mario,B-PER
2542,1840,Pastasa,B-LOC
4737,2268,Kupa,I-ORG
4792,2279,Liu,B-PER
10449,935,Pardo,I-PER
6646,187,suyu,I-ORG
2818,1889,.,O
12016,1245,',O
753,346,Pachantin,I-ORG
4531,2228,parki,I-ORG
1563,1645,ruraykun,O
1934,1715,Pachantin,I-ORG
7207,295,.,O
13613,1558,Amarumayu,I-ORG
3493,2028,6.044,O
11214,1081,parki,I-ORG
12839,1400,Krus,I-LOC
7712,388,Chimpurasu,B-LOC
10840,1008,.,O
1856,1698,Humphrey,B-PER
4697,2260,Nilton,B-PER
3563,2041,Yupanki,I-PER
10156,879,Marco,B-PER
1013,867,Adolfo,B-PER
9619,772,distritu,I-LOC
6108,86,Federal,I-ORG
11514,1141,Ikwadur,I-LOC
5482,2413,wat'a,I-LOC
9487,743,Kashamarka,B-LOC
466,2255,Vargas,I-PER
4028,2131,',O
174,1711,Rusa,I-LOC
4880,2297,Sami,B-PER
277,1888,Antonio,B-PER
1069,989,Joseph,B-PER
9740,799,.,O
9216,688,1982,I-ORG
5561,2427,.,O
6866,231,Pukyunqa,O
5036,2327,.,O
11026,1043,Vultur,O
6803,219,da,I-PER
9658,781,de,I-PER
13247,1484,Hayt'ay,I-ORG
5545,2424,',O
5002,2320,Liyun,B-PER
1713,1671,**,O
7640,376,Matto,I-PER
11616,1163,',O
2611,1853,Mulanpi,I-LOC
7393,330,Roberto,B-PER
388,2088,.,O
10262,899,Piluta,B-ORG
12162,1274,Kupa,I-ORG
8020,449,.,O
3495,2028,),O
11013,1042,',O
4976,2315,),I-PER
9616,771,.,O
3542,2038,.,O
11985,1238,',O
7288,311,',O
11766,1193,Simi,I-ORG
7310,316,.,O
50,1,Tukuy,B-ORG
10079,864,-,O
6587,175,.,O
11887,1217,runakunap,I-ORG
4229,2169,parki,I-ORG
12991,1431,',O
482,2299,Quwapaq,B-LOC
11585,1156,de,I-PER
2251,1779,Napu,I-ORG
4162,2156,amachasqa,I-ORG
13636,1561,',O
10505,946,Casares,I-PER
11041,1047,simimantam,I-ORG
5092,2336,nishka,O
3103,1943,',O
12319,1303,**,O
12059,1254,Liyun,B-PER
10657,974,Wallan,I-LOC
2929,1908,',O
6776,214,1974,I-ORG
4969,2314,",",O
12298,1298,Uru,B-LOC
64,334,Noemi,B-PER
13540,1542,pusapuna,O
7573,364,Piluta,B-ORG
8968,640,basilikan,I-ORG
12365,1311,.,O
4587,2240,**,O
10926,1024,Qaras,B-LOC
6402,143,nycticorax,O
10772,995,',O
6209,106,yachaq,I-ORG
4616,2245,',O
11675,1175,2014,I-ORG
3332,1994,',O
10536,952,.,O
12879,1407,Republikakunap,I-LOC
7587,366,Rimanakuy,I-ORG
2815,1889,T'ula,B-LOC
3964,2119,PUSAPUNA,O
7606,370,waman,I-LOC
5381,2394,.,O
5939,52,.,O
12218,1283,urqu,I-LOC
8916,629,Kuri,B-LOC
3241,1974,II,I-PER
10531,951,K'upuraki,B-LOC
2793,1884,José,B-PER
5733,11,Sánchez,I-PER
2524,1838,Muqiwa,B-LOC
1735,1673,.,O
7960,435,23-X,O
3124,1948,',O
4940,2308,huk,O
12994,1431,',O
7975,438,de,I-PER
273,1877,Tampupata,B-LOC
11136,1068,pusapuna,O
13587,1551,',O
7021,262,Miguel,B-PER
13289,1493,Pachantin,I-ORG
6555,169,wankurisqa,O
5578,2430,Amarumayu,I-LOC
5496,2416,Arguedas,I-PER
1452,1625,V,I-PER
10907,1020,.,O
12437,1324,.,O
2692,1865,sach'awaka,I-LOC
2767,1879,",",O
8410,528,Ollanta,B-PER
239,1822,),O
1131,1078,munisipyu,I-LOC
13547,1542,Amachanapaq,I-ORG
7893,422,mamallaqta,I-ORG
3264,1980,Piluta,B-ORG
10431,930,Prado,I-PER
5349,2387,Pardo,I-PER
5764,18,Quijos,B-LOC
1383,1557,(,O
3074,1937,Montes,I-ORG
4860,2293,Egretta,O
1357,1501,Kupa,I-ORG
4871,2295,María,I-PER
2630,1858,Piluta,B-ORG
11024,1043,',O
624,101,Hayt'ay,I-ORG
839,512,Andrés,B-PER
4723,2264,/,O
7663,378,Wankawillka,B-LOC
323,1977,pusapuna,O
12088,1260,',O
1867,1701,Truhillu,B-LOC
5256,2371,),O
2826,1890,Yachay,I-ORG
5172,2354,y,I-PER
7083,274,',O
3927,2112,kancha,I-LOC
8629,570,.,O
119,1445,munisipyu,I-LOC
13467,1527,De,I-PER
13236,1481,.,O
2377,1807,José,B-PER
5910,47,llaqtapi,O
7509,351,',O
10031,857,1998,I-ORG
9218,689,5.557,O
3301,1987,pusapuna,O
7524,353,mama,I-ORG
4172,2158,",",O
11293,1097,:,I-LOC
9092,665,Tumbes,I-LOC
7879,420,Llaqtakunap,I-ORG
12659,1370,Pizarro,I-PER
9396,725,quchakuna,I-LOC
13344,1504,Amaru,I-PER
13877,1610,2,O
5037,2327,',O
6721,204,Piluta,B-ORG
4050,2136,2014,I-ORG
6963,250,amachasqa,I-ORG
552,2410,',O
406,2122,qhapaq,I-ORG
6213,106,wasi,I-ORG
3134,1951,.,O
9805,811,Simón,B-PER
11126,1065,Jututu,B-LOC
3298,1986,-,O
11025,1043,(,O
7479,345,',O
2349,1799,parki,I-ORG
5842,32,Piluta,B-ORG
12977,1429,Piruw,I-LOC
11301,1098,mamallaqta,I-ORG
7665,378,",",O
9930,838,.,O
236,1822,',O
5781,20,Betancourt,I-PER
6082,81,Frailes,I-LOC
6079,80,),O
7897,424,.,O
3163,1957,Carl,B-PER
499,2321,'Tayassu,O
4918,2304,',O
3625,2054,',O
3127,1949,Secure,I-ORG
8986,644,",",O
3358,2000,",",O
11483,1136,Thomas,B-PER
12164,1275,Yunka,B-LOC
9182,682,Tukuy,B-ORG
12855,1404,),O
7078,273,.,O
10627,969,.,O
11568,1153,",",O
8582,562,Ruud,B-PER
4839,2289,1958,I-ORG
10592,963,Wamanqapi,B-ORG
1217,1224,von,I-PER
235,1822,Trumpun,B-ORG
331,1988,REDIRECCIÓN,O
4576,2238,Hayt'ay,I-ORG
3188,1962,kiti,I-LOC
7776,398,'Taraxacum,O
44,2343,Huñu,I-ORG
7925,429,(,O
13478,1529,Santa,B-LOC
4216,2167,Isqun,B-LOC
11628,1165,'Fulica,O
3072,1937,pusapuna,O
11326,1104,awqansi,O
7911,427,Piluta,B-ORG
12237,1286,',O
5022,2324,la,I-PER
6659,191,'Leopardus,O
1594,1650,ñiqin,I-PER
8415,529,Llaqtap,I-ORG
13054,1442,),I-LOC
4709,2261,distritu,I-LOC
2891,1905,de,I-PER
1245,1279,Qullqi,B-LOC
7769,398,icha,O
1540,1641,Sinti,I-LOC
11729,1187,Pasqu,B-LOC
12340,1306,killmu,I-LOC
4625,2247,suyu,I-LOC
10725,986,``,I-LOC
13824,1600,Chuqiyapu,B-LOC
818,479,kunankamapas,O
11650,1170,1990,I-ORG
155,1678,Piluta,B-ORG
7510,351,),O
6744,208,Gilberto,B-PER
8635,572,Klose,I-PER
248,1833,shilluk,O
13049,1441,),O
12119,1265,sutiyuq,O
4014,2128,Pachantin,I-ORG
7609,370,',O
10828,1007,du,I-ORG
5226,2364,.,O
12830,1400,suyu,I-LOC
8174,481,',O
8985,644,marka,I-LOC
8119,470,Tupaq,B-PER
9917,835,mama,I-ORG
3189,1963,Usqullu,B-LOC
2649,1860,),I-LOC
628,113,Cercado,O
1230,1246,Xianfan,I-PER
2339,1797,Canseco,I-PER
7707,387,Yuraq,B-LOC
10035,858,30,O
6830,225,(,I-LOC
7368,325,suyu,I-ORG
9812,813,Wankawillka,I-LOC
1451,1625,Pawlu,B-PER
11094,1058,),O
12842,1402,Kutawasi,B-ORG
1828,1693,Piluta,B-ORG
9018,651,',O
1639,1659,.,O
3864,2100,llaqta,I-ORG
7937,430,Tamayo,I-LOC
11105,1061,(,I-LOC
11983,1238,Huwan,B-PER
11131,1066,',O
3420,2013,),I-LOC
12188,1278,IX,I-PER
3767,2085,PUSAPUNA,O
8727,589,(,O
5906,45,Suntur,I-ORG
10855,1011,1986,I-ORG
8346,516,Torres,B-ORG
11433,1126,Piluta,B-ORG
5596,2435,',O
3149,1953,),O
11144,1069,',O
9503,746,',O
8514,549,Qusqu,B-LOC
5806,25,Chakamarka,B-ORG
4110,2147,Cristal,I-ORG
11522,1142,Yachay,I-ORG
12177,1277,',O
1798,1686,Pachantin,I-ORG
8274,503,/,O
10752,992,runakunap,I-ORG
10135,875,(,O
1988,1725,distritu,I-LOC
11728,1187,pruwinsya,I-LOC
1574,1647,Piluta,B-ORG
11169,1074,Ramón,B-PER
2723,1871,II,I-PER
11597,1159,suyu,I-ORG
2058,1738,',O
9954,842,-,O
9686,786,Uchuy,B-LOC
13119,1460,",",O
10272,900,.,O
9366,719,",",O
4509,2224,Galindo,I-PER
10820,1005,sp,O
4261,2174,),I-LOC
9592,765,2011-2014,O
6251,114,Buliwya,I-ORG
614,79,Turdus,O
3093,1941,Staples,I-PER
3450,2019,30px]],O
1014,867,Bioy,I-PER
11249,1087,parki,I-LOC
1716,1671,Mayu,B-LOC
3905,2108,'Egretta,O
7500,350,Hayt'ay,I-ORG
10373,921,Tupaq,B-PER
3418,2013,(,I-LOC
4651,2251,mamallaqta,I-ORG
3100,1942,',O
6464,154,",",O
13684,1571,PUSAPUNA,O
1211,1212,Turpiña,B-LOC
13655,1565,',O
8826,610,",",O
9247,694,1982,I-ORG
10532,951,distritu,I-LOC
8988,644,kiti,I-LOC
7086,275,Pedro,B-PER
5187,2358,Zhou,B-PER
4270,2176,6.288,O
2814,1887,kiti,I-LOC
12533,1345,PUSAPUNA,O
1080,1001,Ilanda,I-LOC
9846,820,Piluta,B-ORG
1607,1653,Piluta,B-ORG
8336,513,),I-PER
4241,2171,1991-1993,O
90,889,Binidiktu,B-PER
7846,413,illapayayarqanku,O
7930,430,suyu,I-LOC
682,201,derechonkuna,O
12598,1359,del,I-PER
8041,452,urqu,I-LOC
11623,1164,'Inga,O
8285,504,Villarroel,I-LOC
9026,652,',O
6052,75,1945-1951,O
13212,1476,),O
13605,1554,.,O
6005,66,",",O
5131,2347,',O
1400,1590,Paraqas,B-LOC
12171,1276,Piluta,B-ORG
10483,941,),O
9692,787,León,I-LOC
7255,305,.,O
2262,1780,parki,I-ORG
9660,781,',O
12120,1265,quchuntinpaqmi,O
3245,1975,Möller,I-PER
9190,683,1994,I-ORG
853,534,Santos,B-ORG
12067,1255,Wallan,I-LOC
9334,714,',O
7843,413,María,B-PER
2274,1783,Manuel,B-PER
7040,265,',O
7562,361,suyup,I-ORG
4497,2222,Pachantin,I-ORG
7572,363,1986,I-ORG
1103,1023,),O
84,778,suticharqa,O
10402,925,suyu,I-LOC
5952,55,Pizarro,I-PER
4210,2165,P'utuqsi,B-LOC
6814,221,.,O
13438,1521,pruwinsya,I-LOC
5681,2452,Amburana,O
3440,2017,Eliodoro,B-PER
1567,1646,suwaq'ara,I-LOC
7033,264,Sebastián,I-ORG
5597,2435,Shinzo,B-PER
1660,1661,Mendeleev,I-PER
9748,799,.,O
12913,1415,),I-LOC
3764,2084,sallqa,I-ORG
3584,2046,.,O
10077,864,von,I-PER
11336,1104,Inkata,O
10058,863,Yachay,I-ORG
13240,1482,risirwa,I-LOC
6951,247,.,O
12912,1415,Piruw,I-LOC
2874,1902,Andrés,I-PER
12522,1342,(,I-LOC
11780,1195,pruwinsya,I-LOC
11459,1131,Hayt'ay,I-ORG
2884,1903,parki,I-ORG
11082,1057,.,O
3007,1924,murinus,O
1826,1692,),O
12115,1264,Kupa,I-ORG
5929,51,Pukawasi,O
2640,1859,walla,I-ORG
9717,794,Salamanka,B-LOC
9754,802,Qulan,B-ORG
5701,5,Wang,B-PER
8535,552,.,O
10734,988,suyupi,I-LOC
11577,1155,Piluta,B-ORG
6437,150,sallqa,I-ORG
10604,964,.,O
6322,128,mama,I-ORG
2707,1868,',O
13284,1492,Prado,I-PER
6158,95,runakunap,I-ORG
7854,415,Secure,I-ORG
9302,706,Podocarpus,B-ORG
11634,1167,.,O
2213,1771,femoralis,O
1359,1512,Isiboro,B-ORG
2107,1749,21,O
4805,2281,.,O
5974,60,',O
6820,222,.,O
9570,761,Ingmar,B-PER
2828,1891,Siwis,B-LOC
424,2155,Iulius,I-PER
292,1911,),I-LOC
1065,989,Christoph,B-PER
7017,261,Emanuele,I-PER
10569,958,Anqash,B-LOC
5734,11,Carrión,I-PER
5108,2340,Las,I-PER
10319,911,Mamallaqtapura,B-ORG
9909,832,Simón,B-PER
7196,294,Philosoph,O
937,701,Wanta,B-LOC
3779,2086,distritu,I-LOC
12156,1273,amachasqa,I-ORG
12182,1277,Agüero,I-PER
13122,1460,Compostela,I-LOC
6893,237,Drogba,I-PER
8446,535,PUSAPUNA,O
13651,1564,Buliwyap,B-ORG
9674,784,Grieg,B-PER
9136,673,),O
13799,1595,1994,I-ORG
6280,119,Rikch'arimuy,I-ORG
11375,1114,parki,I-ORG
3266,1980,Pachantin,I-ORG
7346,322,Hayt'ay,I-ORG
7723,388,",",O
4819,2284,2006,I-ORG
11099,1060,Piluta,B-ORG
969,767,mama,I-ORG
496,2310,munisipyu,I-LOC
13238,1482,mama,I-LOC
13093,1453,'Chuquiraga,O
10021,854,",",O
10369,920,Passarella,I-PER
5835,30,Umalliqmi,O
8529,550,distritu,I-LOC
13018,1436,qhapaq,I-ORG
4704,2261,",",O
1148,1089,Shilla,B-LOC
10435,931,llaqtamantaqa,O
5809,25,suyu,I-ORG
13879,1611,Kampana,B-ORG
5005,2320,.,O
3968,2119,Uru,I-LOC
2151,1759,Hayt'ay,I-ORG
10202,887,),O
7761,397,Salvador,B-LOC
2491,1831,Chawin,I-LOC
13781,1592,Piemonte,B-LOC
10002,851,",",O
10186,885,Brahms,B-PER
4815,2284,Piluta,B-ORG
